		0.02	110.222	118.957	158.236	50.0	21.5
0.000	0.000	8.66	112.031	120.633	161.250	50.0	36.4
0.000	0.000	8.68	112.016	120.499	161.373	50.0	37.2
0.000	0.000	8.70	111.344	120.491	160.706	50.0	36.0
0.000	0.000	8.72	111.834	120.596	161.047	50.0	35.6
0.000	0.000	8.74	111.808	120.504	161.169	50.0	32.0
0.000	0.000	8.76	111.273	120.623	160.738	50.0	34.2
0.000	0.000	8.78	111.855	120.560	161.180	50.0	34.5
0.000	0.000	8.80	111.759	120.590	161.236	50.0	36.2
0.000	0.000	8.82	111.265	120.646	160.739	50.0	34.5
0.000	0.000	8.84	111.534	120.886	161.106	50.0	38.3
0.000	0.000	8.86	111.932	120.651	161.169	50.0	35.0
0.000	0.000	8.88	111.376	120.770	160.830	50.0	37.9
0.000	0.000	8.90	111.960	120.960	161.154	50.0	38.1
0.000	0.000	8.92	112.094	120.749	161.325	50.0	36.4
0.000	0.000	8.94	111.393	120.778	160.704	50.0	34.0
0.000	0.000	8.96	111.847	120.839	161.230	50.0	37.3
0.000	0.000	8.98	111.810	120.832	161.314	50.0	35.9
0.000	0.000	9.00	111.390	120.875	160.823	50.0	34.7
0.000	0.000	9.02	111.981	120.882	161.326	50.0	34.0
0.000	0.000	9.04	112.022	120.924	161.339	50.0	25.4
0.000	0.000	9.06	111.456	121.048	160.880	50.0	26.8
0.000	0.000	9.08	111.917	121.056	161.304	50.0	34.0
0.000	0.000	9.10	111.846	121.218	161.191	50.0	37.0
0.000	0.000	9.12	111.551	121.120	160.905	50.0	27.9
0.000	0.000	9.14	111.604	121.248	160.922	50.0	29.9
0.000	0.000	9.16	111.896	120.977	161.136	50.0	36.2
0.000	0.000	9.18	111.537	121.173	160.893	50.0	36.2
0.000	0.000	9.20	111.823	121.279	161.208	50.0	37.3
0.000	0.000	9.22	111.997	121.051	161.342	50.0	31.2
0.000	0.000	9.24	111.464	121.044	160.944	50.0	34.8
0.000	0.000	9.26	111.780	121.174	161.134	50.0	36.6
0.000	0.000	9.28	111.958	120.896	161.283	50.0	34.7
0.000	0.000	9.30	111.480	120.942	160.848	50.0	33.9
0.000	0.000	9.32	112.044	120.870	161.226	50.0	38.2
0.000	0.000	9.34	111.708	121.028	161.068	50.0	36.4
0.000	0.000	9.36	111.393	120.894	160.797	50.0	34.0
0.000	0.000	9.38	111.919	120.954	161.218	50.0	36.0
0.000	0.000	9.40	112.087	120.688	161.445	50.0	37.2
0.000	0.000	9.42	111.252	120.682	160.850	50.0	36.1
0.000	0.000	9.44	111.769	120.667	161.279	50.0	35.0
0.000	0.000	9.46	111.779	120.719	161.219	50.0	34.9
0.000	0.000	9.48	111.336	120.808	160.806	50.0	36.3
0.000	0.000	9.50	111.731	120.776	161.199	50.0	33.8
0.000	0.000	9.52	111.816	120.735	161.209	50.0	33.4
0.000	0.000	9.54	111.425	120.757	160.741	50.0	35.1
0.000	0.000	9.56	111.746	120.935	161.131	50.0	37.5
0.000	0.000	9.58	111.881	120.752	161.277	50.0	35.9
0.000	0.000	9.60	111.482	120.843	160.713	50.0	34.0
0.000	0.000	9.62	112.095	120.992	161.371	50.0	37.1
0.000	0.000	9.64	112.084	120.739	161.509	50.0	31.8
0.000	0.000	9.66	111.392	120.947	160.854	50.0	25.3
0.000	0.000	9.68	112.131	120.830	161.488	50.0	26.1
0.000	0.000	9.70	112.027	120.950	161.415	50.0	34.2
0.000	0.000	9.72	111.633	121.062	161.014	50.0	34.0
0.000	0.000	9.74	112.111	121.019	161.512	50.0	33.9
0.000	0.000	9.76	112.144	120.980	161.490	50.0	22.6
0.000	0.000	9.78	111.614	121.127	161.002	50.0	32.7
0.000	0.000	9.80	112.059	121.242	161.383	50.0	37.9
0.000	0.000	9.82	112.283	121.058	161.610	50.0	31.6
0.000	0.000	9.84	111.675	121.160	161.127	50.0	31.3
0.000	0.000	9.86	112.220	121.379	161.535	50.0	33.3
0.000	0.000	9.88	112.423	121.136	161.711	50.0	31.8
0.000	0.000	9.90	111.747	121.295	161.022	50.0	31.1
0.000	0.000	9.92	112.399	121.226	161.570	50.0	33.9
0.000	0.000	9.94	112.270	121.248	161.489	50.0	34.7
0.000	0.000	9.96	111.830	121.284	161.135	50.0	35.6
0.000	0.000	9.98	112.255	121.183	161.488	50.0	35.0
0.000	0.000	10.00	112.235	121.120	161.571	50.0	36.4
0.000	0.000	10.02	111.816	121.155	161.102	50.0	35.0
0.000	0.000	10.04	112.030	121.249	161.347	50.0	36.0
0.000	0.000	10.06	112.130	121.118	161.450	50.0	35.5
0.000	0.000	10.08	111.683	121.149	161.075	50.0	35.9
0.000	0.000	10.10	111.629	120.950	160.917	50.0	38.7
0.000	0.000	10.12	111.899	120.714	161.109	50.0	34.6
0.000	0.000	10.14	111.590	120.893	160.889	50.0	35.7
0.000	0.000	10.16	112.031	120.963	161.282	50.0	33.9
0.000	0.000	10.18	112.109	120.800	161.443	50.0	37.6
0.000	0.000	10.20	111.643	120.855	160.881	50.0	34.0
0.000	0.000	10.22	112.186	120.938	161.311	50.0	34.4
0.000	0.000	10.24	112.173	120.765	161.436	50.0	38.3
0.000	0.000	10.26	111.658	120.898	160.949	50.0	33.0
0.000	0.000	10.28	112.284	120.857	161.348	50.0	37.5
0.000	0.000	10.30	111.913	121.041	161.206	50.0	36.9
0.000	0.000	10.32	111.654	120.940	160.912	50.0	29.9
0.000	0.000	10.34	112.177	121.059	161.427	50.0	26.6
0.000	0.000	10.36	112.320	120.869	161.692	50.0	37.3
0.000	0.000	10.38	111.529	120.950	161.026	50.0	32.8
0.000	0.000	10.40	112.140	120.966	161.536	50.0	23.5
0.000	0.000	10.42	112.107	120.926	161.676	50.0	22.6
0.000	0.000	10.44	111.575	121.081	161.197	50.0	27.0
0.000	0.000	10.46	112.211	121.052	161.579	50.0	18.6
0.000	0.000	10.48	112.387	121.058	161.559	50.0	22.4
0.000	0.000	10.50	111.887	121.254	161.156	50.0	25.0
0.000	0.000	10.52	112.177	121.419	161.485	50.0	30.4
0.000	0.000	10.54	112.293	121.313	161.437	50.0	23.6
0.000	0.000	10.56	111.759	121.294	161.242	50.0	29.3
0.000	0.000	10.58	112.372	121.355	161.807	50.0	23.2
0.000	0.000	10.60	112.450	121.233	161.917	50.0	28.0
0.000	0.000	10.62	111.771	121.347	161.154	50.0	31.8
0.000	0.000	10.64	112.346	121.330	161.664	50.0	31.5
0.000	0.000	10.66	112.323	121.348	161.581	50.0	31.8
0.000	0.000	10.68	111.882	121.344	161.351	50.0	33.6
0.000	0.000	10.70	112.415	121.461	161.669	50.0	34.5
0.000	0.000	10.72	112.429	121.377	161.834	50.0	32.9
0.000	0.000	10.74	111.817	121.456	161.340	50.0	28.3
0.000	0.000	10.76	112.141	121.474	161.587	50.0	31.7
0.000	0.000	10.78	112.258	121.273	161.620	50.0	29.9
0.000	0.000	10.80	111.692	121.125	161.249	50.0	25.6
0.000	0.000	10.82	112.254	121.106	161.686	50.0	31.8
0.000	0.000	10.84	112.341	120.961	161.744	50.0	35.5
0.000	0.000	10.86	111.495	121.070	161.038	50.0	29.8
0.000	0.000	10.88	112.148	120.909	161.527	50.0	34.7
0.000	0.000	10.90	112.072	120.912	161.463	50.0	36.2
0.000	0.000	10.92	111.512	120.915	161.063	50.0	34.9
0.000	0.000	10.94	112.118	120.824	161.526	50.0	35.4
0.000	0.000	10.96	111.978	120.922	161.325	50.0	35.7
0.000	0.000	10.98	111.681	120.840	161.102	50.0	34.1
0.000	0.000	11.00	112.044	121.019	161.230	50.0	36.1
0.000	0.000	11.02	112.072	120.799	161.417	50.0	33.4
0.000	0.000	11.04	111.674	120.821	160.993	50.0	35.7
0.000	0.000	11.06	111.421	120.967	160.876	50.0	36.1
0.000	0.000	11.08	111.732	120.685	161.139	50.0	27.6
0.000	0.000	11.10	111.358	120.882	160.880	50.0	33.6
0.000	0.000	11.12	111.992	120.830	161.391	50.0	34.3
0.000	0.000	11.14	112.024	120.791	161.486	50.0	36.2
0.000	0.000	11.16	111.444	120.949	160.976	50.0	30.0
0.000	0.000	11.18	111.808	121.015	161.296	50.0	35.0
0.000	0.000	11.20	111.996	120.890	161.416	50.0	35.9
0.000	0.000	11.22	111.551	120.917	160.970	50.0	27.3
0.000	0.000	11.24	112.130	120.980	161.345	50.0	28.4
0.000	0.000	11.26	111.878	121.064	161.297	50.0	30.8
0.000	0.000	11.28	111.588	121.022	160.972	50.0	31.9
0.000	0.000	11.30	112.266	121.129	161.477	50.0	28.9
0.000	0.000	11.32	112.420	120.956	161.625	50.0	33.2
0.000	0.000	11.34	111.666	121.089	161.007	50.0	31.8
0.000	0.000	11.36	112.319	121.080	161.501	50.0	30.1
0.000	0.000	11.38	112.324	121.105	161.495	50.0	30.0
0.000	0.000	11.40	111.799	121.234	161.049	50.0	32.9
0.000	0.000	11.42	112.318	121.295	161.507	50.0	33.5
0.000	0.000	11.44	112.341	121.298	161.573	50.0	29.2
0.000	0.000	11.46	111.738	121.391	161.155	50.0	30.3
0.000	0.000	11.48	112.327	121.499	161.605	50.0	35.1
0.000	0.000	11.50	112.328	121.389	161.626	50.0	34.2
0.000	0.000	11.52	111.769	121.458	161.022	50.0	27.9
0.000	0.000	11.54	112.192	121.310	161.353	50.0	28.2
0.000	0.000	11.56	112.400	121.094	161.445	50.0	32.5
0.000	0.000	11.58	111.530	121.004	160.763	50.0	29.0
0.000	0.000	11.60	112.138	120.904	161.183	50.0	30.8
0.000	0.000	11.62	111.832	120.857	161.027	50.0	32.9
0.000	0.000	11.64	111.563	120.885	160.697	50.0	31.2
0.000	0.000	11.66	111.972	120.794	161.163	50.0	30.0
0.000	0.000	11.68	111.929	120.783	161.127	50.0	31.3
0.000	0.000	11.70	111.419	120.784	160.732	50.0	32.7
0.000	0.000	11.72	111.957	120.690	161.175	50.0	26.9
0.000	0.000	11.74	111.659	120.904	160.957	50.0	31.3
0.000	0.000	11.76	111.373	120.777	160.770	50.0	33.5
0.000	0.000	11.78	111.994	120.780	161.289	50.0	30.3
0.000	0.000	11.80	112.084	120.668	161.287	50.0	32.0
0.000	0.000	11.82	111.362	120.725	160.648	50.0	31.1
0.000	0.000	11.84	111.975	120.617	161.296	50.0	33.5
0.000	0.000	11.86	111.850	120.614	161.228	50.0	31.8
0.000	0.000	11.88	111.589	120.719	160.738	50.0	33.0
0.000	0.000	11.90	111.988	120.747	161.248	50.0	35.0
0.000	0.000	11.92	112.189	120.754	161.150	50.0	35.1
0.000	0.000	11.94	111.520	120.804	160.830	50.0	29.5
0.000	0.000	11.96	111.777	120.970	161.065	50.0	35.8
0.000	0.000	11.98	111.919	120.846	161.308	50.0	35.4
0.000	0.000	12.00	111.464	120.849	160.927	50.0	32.9
0.000	0.000	12.02	111.640	121.065	161.051	50.0	32.9
0.000	0.000	12.04	111.853	120.748	161.195	50.0	33.8
0.000	0.000	12.06	111.538	120.864	160.944	50.0	32.7
0.000	0.000	12.08	112.074	121.115	161.346	50.0	26.4
0.000	0.000	12.10	112.165	120.992	161.450	50.0	33.3
0.000	0.000	12.12	111.629	121.055	161.103	50.0	32.2
0.000	0.000	12.14	112.329	121.041	161.692	50.0	33.6
0.000	0.000	12.16	112.238	121.124	161.538	50.0	30.9
0.000	0.000	12.18	111.746	121.190	161.191	50.0	30.8
0.000	0.000	12.20	111.945	121.339	161.444	50.0	33.8
0.000	0.000	12.22	112.198	121.134	161.595	50.0	31.9
0.000	0.000	12.24	111.756	121.145	161.262	50.0	34.0
0.000	0.000	12.26	112.492	121.316	161.824	50.0	32.7
0.000	0.000	12.28	112.468	121.179	161.857	50.0	31.1
0.000	0.000	12.30	111.731	121.332	161.156	50.0	30.7
0.000	0.000	12.32	112.503	121.280	161.652	50.0	33.4
0.000	0.000	12.34	112.253	121.268	161.634	50.0	34.0
0.000	0.000	12.36	111.918	121.247	161.143	50.0	29.8
0.000	0.000	12.38	112.305	121.143	161.573	50.0	33.4
0.000	0.000	12.40	112.167	121.147	161.500	50.0	33.8
0.000	0.000	12.42	111.733	121.169	161.019	50.0	31.6
0.000	0.000	12.44	112.209	121.057	161.508	50.0	32.7
0.000	0.000	12.46	111.986	121.240	161.417	50.0	32.4
0.000	0.000	12.48	111.707	121.124	161.049	50.0	31.4
0.000	0.000	12.50	112.256	121.147	161.567	50.0	31.2
0.000	0.000	12.52	112.274	120.975	161.629	50.0	32.0
0.000	0.000	12.54	111.535	120.981	160.984	50.0	29.1
0.000	0.000	12.56	111.987	120.976	161.435	50.0	31.2
0.000	0.000	12.58	112.167	120.905	161.589	50.0	31.8
0.000	0.000	12.60	111.561	120.980	161.139	50.0	30.4
0.000	0.000	12.62	112.009	120.958	161.634	50.0	31.8
0.000	0.000	12.64	112.015	120.883	161.626	50.0	31.1
0.000	0.000	12.66	111.571	121.065	161.128	50.0	31.2
0.000	0.000	12.68	111.970	121.011	161.648	50.0	32.8
0.000	0.000	12.70	111.856	121.275	161.317	50.0	31.6
0.000	0.000	12.72	111.550	121.157	161.117	50.0	30.5
0.000	0.000	12.74	112.147	121.123	161.831	50.0	30.9
0.000	0.000	12.76	112.400	121.065	161.693	50.0	32.0
0.000	0.000	12.78	111.546	121.089	161.185	50.0	31.0
0.000	0.000	12.80	112.149	121.099	161.646	50.0	32.8
0.000	0.000	12.82	112.396	121.114	161.811	50.0	33.4
0.000	0.000	12.84	111.770	121.275	161.390	50.0	32.5
0.000	0.000	12.86	112.238	121.287	161.965	50.0	30.5
0.000	0.000	12.88	112.396	121.245	161.923	50.0	33.7
0.000	0.000	12.90	111.859	121.415	161.437	50.0	30.2
0.000	0.000	12.92	112.153	121.616	161.796	50.0	30.9
0.000	0.000	12.94	112.334	121.458	161.824	50.0	33.7
0.000	0.000	12.96	111.859	121.547	161.406	50.0	30.9
0.000	0.000	12.98	111.956	121.660	161.520	50.0	36.1
0.000	0.000	13.00	112.223	121.384	161.717	50.0	32.1
0.000	0.000	13.02	111.822	121.609	161.370	50.0	34.2
0.000	0.000	13.04	112.153	121.784	161.720	50.0	34.1
0.000	0.000	13.06	112.393	121.564	161.844	50.0	33.4
0.000	0.000	13.08	111.872	121.705	161.402	50.0	32.2
0.000	0.000	13.10	112.315	121.604	161.843	50.0	34.8
0.000	0.000	13.12	112.351	121.512	161.868	50.0	34.3
0.000	0.000	13.14	111.834	121.488	161.413	50.0	30.6
0.000	0.000	13.16	112.419	121.356	161.834	50.0	33.5
0.000	0.000	13.18	112.183	121.538	161.641	50.0	33.1
0.000	0.000	13.20	111.735	121.371	161.378	50.0	32.6
0.000	0.000	13.22	112.293	121.375	161.756	50.0	32.4
0.000	0.000	13.24	112.562	121.256	161.958	50.0	33.6
0.000	0.000	13.26	111.738	121.273	161.222	50.0	32.1
0.000	0.000	13.28	112.364	121.212	161.753	50.0	31.8
0.000	0.000	13.30	112.213	121.188	161.750	50.0	32.6
0.000	0.000	13.32	111.727	121.254	161.247	50.0	35.0
0.000	0.000	13.34	112.152	121.189	161.731	50.0	34.5
0.000	0.000	13.36	112.212	121.233	161.755	50.0	33.4
0.000	0.000	13.38	111.739	121.265	161.258	50.0	34.0
0.000	0.000	13.40	112.058	121.454	161.573	50.0	36.9
0.000	0.000	13.42	112.307	121.186	161.825	50.0	37.0
0.000	0.000	13.44	111.733	121.364	161.275	50.0	30.8
0.000	0.000	13.46	112.404	121.384	161.826	50.0	31.9
0.000	0.000	13.48	112.525	121.255	161.888	50.0	32.2
0.000	0.000	13.50	111.770	121.270	161.253	50.0	34.0
0.000	0.000	13.52	112.345	121.256	161.780	50.0	30.7
0.000	0.000	13.54	112.445	121.241	161.802	50.0	27.2
0.000	0.000	13.56	111.815	121.382	161.356	50.0	26.4
0.000	0.000	13.58	112.267	121.376	161.793	50.0	36.1
0.000	0.000	13.60	112.407	121.399	161.838	50.0	33.2
0.000	0.000	13.62	111.895	121.481	161.348	50.0	35.3
0.000	0.000	13.64	112.409	121.486	161.756	50.0	34.9
0.000	0.000	13.66	112.155	121.636	161.703	50.0	36.0
0.000	0.000	13.68	111.943	121.554	161.471	50.0	34.3
0.000	0.000	13.70	112.570	121.605	162.029	50.0	35.0
0.000	0.000	13.72	112.562	121.487	162.079	50.0	34.0
0.000	0.000	13.74	111.753	121.602	161.455	50.0	34.7
0.000	0.000	13.76	112.367	121.590	161.938	50.0	35.7
0.000	0.000	13.78	112.478	121.584	161.974	50.0	35.3
0.000	0.000	13.80	112.024	121.688	161.567	50.0	34.2
0.000	0.000	13.82	112.652	121.732	162.029	50.0	37.6
0.000	0.000	13.84	112.520	121.737	162.040	50.0	33.8
0.000	0.000	13.86	112.188	121.790	161.620	50.0	30.9
0.000	0.000	13.88	112.461	121.895	161.767	50.0	37.1
0.000	0.000	13.90	112.476	121.694	161.855	50.0	37.3
0.000	0.000	13.92	111.985	121.683	161.384	50.0	36.0
0.000	0.000	13.94	111.921	121.457	161.284	50.0	33.7
0.000	0.000	13.96	112.139	121.269	161.496	50.0	35.9
0.000	0.000	13.98	111.895	121.447	161.281	50.0	33.7
0.000	0.000	14.00	112.140	121.591	161.551	50.0	34.9
0.000	0.000	14.02	112.316	121.405	161.698	50.0	34.2
0.000	0.000	14.04	111.668	121.406	161.298	50.0	35.5
0.000	0.000	14.06	112.235	121.321	161.696	50.0	36.2
0.000	0.000	14.08	112.386	121.250	161.750	50.0	35.6
0.000	0.000	14.10	111.727	121.301	161.397	50.0	32.0
0.000	0.000	14.12	111.942	121.457	161.563	50.0	37.6
0.000	0.000	14.14	112.116	121.199	161.462	50.0	36.8
0.000	0.000	14.16	111.684	121.212	161.047	50.0	33.6
0.000	0.000	14.18	112.382	121.300	161.825	50.0	33.6
0.000	0.000	14.20	112.489	121.224	161.931	50.0	35.4
0.000	0.000	14.22	111.768	121.326	161.319	50.0	35.1
0.000	0.000	14.24	112.358	121.346	161.970	50.0	36.0
0.000	0.000	14.26	112.335	121.372	161.858	50.0	35.1
0.000	0.000	14.28	111.993	121.331	161.483	50.0	35.5
0.000	0.000	14.30	112.480	121.362	161.973	50.0	35.0
0.000	0.000	14.32	112.533	121.363	161.983	50.0	35.1
0.000	0.000	14.34	111.991	121.432	161.586	50.0	33.5
0.000	0.000	14.36	112.457	121.437	161.972	50.0	36.2
0.000	0.000	14.38	112.290	121.678	161.895	50.0	36.3
0.000	0.000	14.40	111.977	121.583	161.651	50.0	32.6
0.000	0.000	14.42	112.434	121.785	162.086	50.0	37.0
0.000	0.000	14.44	112.838	121.587	162.087	50.0	35.7
0.000	0.000	14.46	112.057	121.567	161.522	50.0	35.8
0.000	0.000	14.48	112.650	121.553	162.038	50.0	33.1
0.000	0.000	14.50	112.546	121.674	162.019	50.0	35.7
0.000	0.000	14.52	112.142	121.757	161.585	50.0	35.1
0.000	0.000	14.54	112.567	121.675	162.121	50.0	34.7
0.000	0.000	14.56	112.487	121.634	162.116	50.0	34.8
0.000	0.000	14.58	112.010	121.753	161.684	50.0	33.0
0.000	0.000	14.60	112.634	121.773	162.213	50.0	35.8
0.000	0.000	14.62	112.525	121.897	162.169	50.0	34.0
0.000	0.000	14.64	112.220	121.857	161.733	50.0	35.2
0.000	0.000	14.66	112.695	121.811	162.243	50.0	35.9
0.000	0.000	14.68	112.946	121.689	162.202	50.0	35.8
0.000	0.000	14.70	112.095	121.709	161.476	50.0	33.1
0.000	0.000	14.72	112.597	121.524	162.144	50.0	37.4
0.000	0.000	14.74	112.543	121.640	161.974	50.0	35.4
0.000	0.000	14.76	112.078	121.633	161.523	50.0	36.0
0.000	0.000	14.78	112.597	121.509	162.054	50.0	32.6
0.000	0.000	14.80	112.357	121.491	162.064	50.0	36.5
0.000	0.000	14.82	112.044	121.514	161.545	50.0	34.6
0.000	0.000	14.84	112.295	121.622	161.966	50.0	35.5
0.000	0.000	14.86	112.601	121.489	161.897	50.0	35.1
0.000	0.000	14.88	112.040	121.456	161.518	50.0	34.8
0.000	0.000	14.90	112.177	121.578	161.604	50.0	36.2
0.000	0.000	14.92	112.365	121.415	161.745	50.0	34.6
0.000	0.000	14.94	112.000	121.489	161.330	50.0	35.2
0.000	0.000	14.96	112.348	121.617	161.747	50.0	35.1
0.000	0.000	14.98	112.385	121.471	161.689	50.0	35.0
0.000	0.000	15.00	111.829	121.497	161.409	50.0	33.2
0.000	0.000	15.02	112.500	121.437	161.988	50.0	36.4
0.000	0.000	15.04	112.386	121.482	161.873	50.0	35.5
0.000	0.000	15.06	111.949	121.570	161.521	50.0	32.8
0.000	0.000	15.08	112.288	121.717	161.842	50.0	34.6
0.000	0.000	15.10	112.199	121.554	161.919	50.0	35.5
0.000	0.000	15.12	111.984	121.556	161.564	50.0	34.8
0.000	0.000	15.14	112.691	121.618	162.095	50.0	34.9
0.000	0.000	15.16	112.735	121.495	162.168	50.0	35.9
0.000	0.000	15.18	111.995	121.538	161.508	50.0	33.8
0.000	0.000	15.20	112.497	121.517	162.023	50.0	37.4
0.000	0.000	15.22	112.654	121.530	162.047	50.0	34.2
0.000	0.000	15.24	112.108	121.649	161.519	50.0	35.5
0.000	0.000	15.26	112.604	121.683	162.028	50.0	36.7
0.000	0.000	15.28	112.516	121.708	161.939	50.0	36.2
0.000	0.000	15.30	111.975	121.746	161.596	50.0	31.3
0.000	0.000	15.32	112.390	121.949	161.934	50.0	37.6
0.000	0.000	15.34	112.637	121.732	162.270	50.0	35.9
0.000	0.000	15.36	112.210	121.886	161.629	50.0	34.3
0.000	0.000	15.38	112.840	121.991	162.189	50.0	34.8
0.000	0.000	15.40	112.905	121.807	162.307	50.0	36.7
0.000	0.000	15.42	112.296	121.936	161.697	50.0	35.5
0.000	0.000	15.44	112.786	121.797	162.296	50.0	34.8
0.000	0.000	15.46	112.723	121.974	162.082	50.0	35.9
0.000	0.000	15.48	112.150	121.901	161.738	50.0	34.4
0.000	0.000	15.50	112.845	121.769	162.116	50.0	34.4
0.000	0.000	15.52	112.532	121.620	162.113	50.0	35.3
0.000	0.000	15.54	112.206	121.747	161.618	50.0	35.3
0.000	0.000	15.56	112.503	121.666	162.133	50.0	36.5
0.000	0.000	15.58	112.637	121.615	162.065	50.0	36.5
0.000	0.000	15.60	112.148	121.623	161.712	50.0	33.6
0.000	0.000	15.62	112.753	121.650	162.121	50.0	35.2
0.000	0.000	15.64	112.681	121.504	162.232	50.0	37.2
0.000	0.000	15.66	112.006	121.504	161.558	50.0	35.2
0.000	0.000	15.68	112.608	121.453	162.046	50.0	36.4
0.000	0.000	15.70	112.459	121.493	162.030	50.0	36.4
0.000	0.000	15.72	112.115	121.555	161.678	50.0	35.1
0.000	0.000	15.74	112.459	121.710	162.092	50.0	35.3
0.000	0.000	15.76	112.688	121.467	162.296	50.0	36.6
0.000	0.000	15.78	112.177	121.591	161.775	50.0	35.6
0.000	0.000	15.80	112.505	121.562	161.962	50.0	37.6
0.000	0.000	15.82	112.390	121.772	162.056	50.0	35.5
0.000	0.000	15.84	112.154	121.600	161.743	50.0	35.2
0.000	0.000	15.86	112.106	121.631	161.606	50.0	36.8
0.000	0.000	15.88	112.391	121.415	161.885	50.0	37.4
0.000	0.000	15.90	112.218	121.544	161.645	50.0	33.6
0.000	0.000	15.92	112.648	121.605	162.083	50.0	37.0
0.000	0.000	15.94	112.703	121.683	162.085	50.0	35.6
0.000	0.000	15.96	112.310	121.604	161.613	50.0	35.9
0.000	0.000	15.98	112.689	121.807	161.930	50.0	35.2
0.000	0.000	16.00	112.776	121.593	162.159	50.0	36.8
0.000	0.000	16.02	112.466	121.696	161.692	50.0	35.2
0.000	0.000	16.04	112.891	121.800	162.011	50.0	37.2
0.000	0.000	16.06	112.641	121.909	161.945	50.0	36.5
0.000	0.000	16.08	112.318	121.857	161.672	50.0	36.8
0.000	0.000	16.10	112.830	121.949	162.257	50.0	36.8
0.000	0.000	16.12	113.011	121.876	162.242	50.0	36.2
0.000	0.000	16.14	112.277	121.836	161.700	50.0	34.4
0.000	0.000	16.16	112.678	121.846	162.238	50.0	36.2
0.000	0.000	16.18	112.747	121.880	162.131	50.0	36.1
0.000	0.000	16.20	112.436	121.927	161.816	50.0	33.4
0.000	0.000	16.22	112.766	121.941	162.262	50.0	36.0
0.000	0.000	16.24	112.865	121.939	162.170	50.0	36.2
0.000	0.000	16.26	112.398	121.923	161.804	50.0	34.6
0.000	0.000	16.28	112.612	122.032	162.024	50.0	33.2
0.000	0.000	16.30	112.937	121.759	162.119	50.0	37.3
0.000	0.000	16.32	112.156	121.719	161.586	50.0	33.0
0.000	0.000	16.34	112.523	121.800	161.972	50.0	35.2
0.000	0.000	16.36	112.852	121.547	162.134	50.0	34.0
0.000	0.000	16.38	112.030	121.639	161.397	50.0	35.7
0.000	0.000	16.40	112.665	121.650	161.814	50.0	35.9
0.000	0.000	16.42	112.540	121.500	161.876	50.0	34.6
0.000	0.000	16.44	111.941	121.670	161.451	50.0	34.5
0.000	0.000	16.46	112.650	121.523	161.901	50.0	32.0
0.000	0.000	16.48	112.625	121.622	161.922	50.0	33.4
0.000	0.000	16.50	112.078	121.670	161.411	50.0	30.5
0.000	0.000	16.52	112.625	121.554	161.800	50.0	36.5
0.000	0.000	16.54	112.453	121.742	161.670	50.0	35.4
0.000	0.000	16.56	112.139	121.614	161.357	50.0	33.4
0.000	0.000	16.58	112.671	121.634	161.917	50.0	29.7
0.000	0.000	16.60	112.734	121.520	162.015	50.0	31.8
0.000	0.000	16.62	111.922	121.558	161.294	50.0	35.7
0.000	0.000	16.64	112.522	121.582	161.824	50.0	34.3
0.000	0.000	16.66	112.694	121.457	161.973	50.0	36.6
0.000	0.000	16.68	112.169	121.669	161.355	50.0	36.2
0.000	0.000	16.70	112.679	121.648	161.891	50.0	36.0
0.000	0.000	16.72	112.593	121.643	161.886	50.0	32.5
0.000	0.000	16.74	112.124	121.709	161.464	50.0	32.5
0.000	0.000	16.76	112.536	121.920	161.778	50.0	35.5
0.000	0.000	16.78	112.640	121.788	161.849	50.0	33.0
0.000	0.000	16.80	112.085	121.845	161.476	50.0	32.4
0.000	0.000	16.82	112.142	121.880	161.452	50.0	37.6
0.000	0.000	16.84	112.398	121.627	161.689	50.0	36.8
0.000	0.000	16.86	112.179	121.757	161.570	50.0	33.6
0.000	0.000	16.88	112.564	121.967	161.795	50.0	26.0
0.000	0.000	16.90	112.804	121.832	162.200	50.0	36.0
0.000	0.000	16.92	112.264	122.013	161.724	50.0	27.2
0.000	0.000	16.94	112.577	122.176	161.993	50.0	20.3
0.000	0.000	16.96	112.772	121.997	162.120	50.0	34.2
0.000	0.000	16.98	112.268	122.027	161.672	50.0	33.0
0.000	0.000	17.00	112.830	121.837	162.132	50.0	38.4
0.000	0.000	17.02	112.492	122.006	161.905	50.0	34.5
0.000	0.000	17.04	112.105	121.822	161.641	50.0	30.1
0.000	0.000	17.06	112.816	121.765	162.234	50.0	34.2
0.000	0.000	17.08	112.817	121.605	162.221	50.0	33.6
0.000	0.000	17.10	112.194	121.591	161.607	50.0	34.2
0.000	0.000	17.12	112.741	121.568	161.961	50.0	35.1
0.000	0.000	17.14	112.781	121.603	161.959	50.0	32.5
0.000	0.000	17.16	112.280	121.569	161.595	50.0	25.6
0.000	0.000	17.18	112.727	121.570	161.940	50.0	32.5
0.000	0.000	17.20	112.742	121.613	161.874	50.0	35.6
0.000	0.000	17.22	112.284	121.614	161.491	50.0	29.7
0.000	0.000	17.24	112.790	121.570	161.956	50.0	35.4
0.000	0.000	17.26	112.534	121.809	161.771	50.0	34.7
0.000	0.000	17.28	112.108	121.719	161.449	50.0	35.2
0.000	0.000	17.30	112.592	121.631	162.001	50.0	33.8
0.000	0.000	17.32	112.784	121.451	162.059	50.0	36.3
0.000	0.000	17.34	111.923	121.510	161.512	50.0	34.8
0.000	0.000	17.36	112.522	121.463	161.975	50.0	36.9
